-53.07,-8.50,26.59,23
-53.11,-8.27,26.90,22
-53.07,-7.97,27.18,21
-52.95,-7.65,27.46,27
-52.82,-7.59,27.58,23
-52.60,-7.67,27.26,26
-52.41,-7.39,27.33,28
-52.51,-6.77,28.24,25
-52.61,-6.12,28.83,23
-52.50,-5.58,29.07,25
-52.21,-5.11,29.05,31
-51.93,-4.69,29.07,31
-51.81,-4.26,29.18,29
-51.95,-3.96,29.60,28
-52.00,-3.62,29.88,27
-51.85,-3.15,29.98,22
-51.64,-2.67,30.13,24
-51.59,-2.52,30.37,26
-51.58,-2.21,30.66,24
-51.50,-1.71,30.82,19
-51.58,-1.42,31.16,25
-51.61,-1.19,31.38,28
-51.46,-0.89,31.43,26
-51.31,-0.74,31.52,29
-51.25,-0.66,31.66,31
-51.20,-0.51,31.74,27
-51.17,-0.24,31.89,25
-51.26,0.06,32.18,24
-51.33,0.40,32.36,22
-51.26,0.78,32.37,34
-51.12,0.98,32.42,42
-51.18,1.16,32.67,43
-51.26,1.38,32.83,41
-51.23,1.58,32.78,37
-51.09,1.99,32.79,38
-51.02,2.37,32.95,36
-51.03,2.67,33.05,32
-50.98,2.94,33.02,28
-50.93,3.18,33.12,33
-50.97,3.34,33.25,35
-51.00,3.48,33.36,32
-50.99,3.61,33.47,33
-50.99,3.75,33.54,34
-50.94,4.00,33.57,30
-50.90,4.41,33.78,30
-50.84,4.83,33.93,30
-50.76,5.16,34.03,29
-50.66,5.32,34.04,25
-50.55,5.33,34.04,23
-50.49,5.31,34.04,23
-50.46,5.33,33.98,21
-50.52,5.38,34.06,20
-50.57,5.48,34.08,24
-50.57,5.73,34.09,25
-50.53,5.98,34.19,22
-50.44,6.18,34.19,22
-50.27,6.33,34.11,24
-50.11,6.41,34.07,24
-50.08,6.47,34.13,22
-50.07,6.58,34.22,20
-50.06,6.69,34.27,20
-50.06,6.73,34.28,17
-50.06,6.79,34.27,17
-50.04,6.94,34.28,15
-50.02,7.07,34.28,16
-50.02,7.15,34.27,22
-50.02,7.18,34.22,23
-50.02,7.24,34.26,22
-50.02,7.31,34.31,19
-49.99,7.36,34.25,18
-49.96,7.42,34.22,19
-49.95,7.50,34.14,15
-50.14,7.72,34.56,14
-50.26,7.94,34.65,19
-50.25,8.01,34.48,20
-50.17,8.07,34.31,20
-50.15,8.19,34.36,22
-50.18,8.39,34.56,24
-50.17,8.57,34.68,23
-50.09,8.64,34.69,21
-49.97,8.62,34.52,21
-50.00,8.60,34.84,26
-50.01,8.56,34.86,23
-50.00,8.58,35.20,22
-49.93,8.68,35.74,22
-49.88,8.87,36.73,20
-49.81,9.13,38.60,20
-49.33,9.30,40.75,21
-48.36,9.39,43.38,22
-46.35,9.33,45.69,32
-43.28,9.12,48.37,53
-40.37,9.13,50.56,95
-37.53,9.50,52.56,102
-34.66,9.78,52.74,102
-31.97,10.08,50.43,128
-28.85,10.74,45.14,207
-23.33,13.31,40.07,254
-17.72,16.52,35.77,266
-12.82,20.02,34.68,299
-11.36,21.14,35.45,366
-9.43,18.08,34.98,374
-5.42,15.38,31.90,392
-3.03,18.06,31.67,372
-2.99,22.54,33.03,351
-2.14,23.30,32.01,342
-0.38,23.83,31.60,400
-0.63,24.50,33.08,361
-0.68,25.15,34.43,311
0.62,26.91,34.73,299
2.39,28.44,33.60,296
3.74,29.05,32.19,327
3.07,30.41,33.20,311
1.97,29.86,34.42,312
2.68,30.17,35.03,319
6.39,31.31,32.95,305
7.68,32.97,31.77,330
7.13,32.68,31.71,465
6.80,31.61,31.85,420
6.46,32.14,33.61,391
7.65,33.52,33.83,399
10.46,34.43,30.46,365
10.68,34.43,30.09,409
9.86,33.61,29.22,356
8.85,33.26,30.35,356
8.46,35.18,32.02,358
10.11,35.41,31.07,411
12.52,35.36,28.13,377
12.05,34.76,28.79,425
11.01,31.61,27.80,426
9.07,35.14,31.38,436
9.51,31.31,31.13,442
12.87,28.63,28.51,465
14.57,29.09,26.87,416
13.60,29.76,26.88,400
11.25,28.16,29.60,388
11.46,25.18,28.86,380
13.53,24.52,27.74,359
14.91,27.31,26.83,333
14.34,26.64,26.54,396
14.15,25.76,25.26,470
13.10,26.70,27.14,517
13.03,25.76,28.22,461
14.86,25.48,27.04,451
16.67,25.65,24.71,413
16.34,24.78,24.16,516
15.48,25.11,24.47,522
13.92,23.99,26.92,464
15.13,21.59,25.62,453
18.01,21.13,23.07,424
18.16,22.67,23.11,416
16.96,22.60,22.63,482
15.69,22.59,23.85,560
15.68,22.28,24.33,491
16.72,24.44,25.14,436
18.21,24.76,22.87,395
18.30,24.79,22.22,406
17.50,24.55,21.44,434
16.35,24.58,23.30,462
16.60,25.66,24.13,454
18.01,26.16,23.59,462
19.22,25.43,22.20,422
19.63,24.11,21.31,389
18.98,24.47,21.43,379
17.66,23.47,23.38,343
18.37,22.37,22.38,337
20.02,22.71,21.49,297
20.39,22.45,21.18,256
20.94,22.33,20.34,244
20.51,23.96,20.15,221
19.65,24.03,20.22,220
19.43,23.90,20.53,205
19.83,23.48,20.33,188
20.24,23.35,20.22,173
20.73,23.33,19.00,156
20.23,23.50,17.94,142
18.66,24.11,17.70,124
17.13,24.55,17.14,118
16.04,24.07,16.75,128
14.85,22.19,16.66,123
13.45,21.13,17.48,110
11.75,21.12,18.29,110
9.84,20.60,18.75,103
8.15,19.61,18.66,94
6.47,18.44,18.04,81
4.34,16.70,17.25,70
1.74,14.69,16.43,62
-1.04,12.65,16.37,58
-4.46,11.24,17.17,52
-8.15,9.90,18.70,55
-12.05,8.04,19.31,48
-16.21,5.70,19.00,45
-19.91,3.73,18.83,49
-23.64,2.53,19.53,47
-27.21,2.26,20.10,40
-30.13,2.30,20.64,34
-32.66,2.10,20.94,33
-34.95,1.35,20.79,32
-36.63,0.47,20.29,27
-37.82,-0.01,19.74,25
-38.77,0.07,19.58,25
-39.53,0.49,19.81,23
-40.34,0.94,20.20,18
-41.26,1.27,20.41,19
-41.99,1.45,20.16,21
-42.74,1.70,20.06,18
-44.00,2.34,20.83,16
-45.45,3.41,22.20,19
-46.80,4.23,23.34,17
-47.86,4.19,23.67,16
-48.24,3.70,23.19,24
-48.06,3.33,22.50,26
-47.53,3.26,21.99,21
-47.18,3.34,22.16,17
-47.23,3.21,22.55,18
-47.47,2.91,22.70,18
-47.81,2.87,23.08,16
-48.08,3.14,23.48,19
-48.34,3.51,24.01,22
-48.55,3.75,24.24,20
-48.70,3.69,24.20,21
-48.84,3.58,24.31,21
-49.01,3.60,24.67,18
-49.17,3.72,25.11,15
-49.23,3.84,25.56,19
-49.11,3.93,25.71,25
-48.83,3.98,25.69,24
-48.54,4.10,25.71,21
-48.49,4.22,26.16,21
-48.58,4.33,26.71,22
-48.56,4.48,26.88,18
-48.47,4.67,27.26,19
-48.33,4.89,27.52,23
-48.26,4.95,27.79,22
-48.19,5.06,28.08,20
-48.09,5.22,28.40,20
-47.98,5.42,28.75,21
-47.87,5.60,29.00,17
-47.74,5.78,29.22,18
-47.61,5.97,29.42,19
-47.50,6.17,29.50,17
-47.54,6.30,30.15,14
-47.59,6.46,30.49,19
-47.52,6.65,30.68,26
-47.41,6.78,30.87,24
-47.33,6.76,30.96,21
-47.22,6.76,31.05,20
-46.99,6.90,31.14,17
-46.79,7.03,31.31,14
-46.65,7.12,31.53,16
-46.51,7.25,31.79,21
-46.33,7.50,32.20,21
-46.13,7.78,32.79,28
-45.84,8.24,33.48,31
-45.43,8.81,34.59,40
-44.86,9.16,35.74,47
-43.89,9.26,36.26,54
-42.44,9.27,36.23,69
-41.07,9.49,36.62,89
-40.20,10.45,38.64,97
-39.74,12.42,42.31,95
-38.60,14.34,45.48,123
-35.60,15.07,47.23,117
-32.13,15.30,44.13,173
-28.10,16.48,40.95,185
-23.64,16.83,40.93,186
-20.41,17.14,43.99,182
-17.64,19.16,45.78,213
-14.75,22.29,47.52,260
-10.88,22.58,42.00,254
-6.30,22.24,36.93,334
-1.41,23.36,34.17,340
-2.32,25.11,37.68,365
-3.58,27.79,39.45,342
-0.87,30.99,36.06,330
1.48,31.57,34.45,301
2.35,31.34,34.59,291
2.41,33.35,35.46,384
2.96,34.98,35.51,436
4.37,35.12,33.75,427
5.79,34.81,32.81,451
5.37,35.40,34.06,465
5.24,35.55,34.77,443
6.73,36.48,33.52,378
8.39,36.53,31.46,358
8.44,36.69,31.25,423
8.03,36.38,31.49,383
7.50,38.14,33.38,405
8.33,38.17,33.09,397
10.98,37.30,29.04,380
11.82,37.36,28.00,381
11.35,37.11,28.20,520
