3.35,-79.97,-11.05,0,353
3.37,-79.88,-11.10,0,353
3.41,-79.81,-11.15,0,352
3.36,-79.71,-11.22,0,353
3.32,-79.64,-11.31,0,352
3.30,-79.62,-11.42,0,353
3.33,-79.50,-11.51,0,353
3.37,-79.42,-11.63,0,353
3.32,-79.35,-11.71,0,353
3.21,-79.27,-11.81,0,354
3.21,-79.19,-11.92,0,353
3.09,-79.07,-12.02,0,353
2.87,-78.94,-12.07,0,353
2.82,-78.86,-12.12,0,353
3.04,-78.87,-12.19,0,353
3.37,-78.92,-12.43,0,352
3.49,-78.83,-12.70,0,352
3.45,-78.78,-12.93,0,352
3.44,-78.67,-13.11,0,352
3.43,-78.58,-13.27,0,352
3.56,-78.48,-13.44,0,351
3.69,-78.36,-13.58,0,352
3.62,-78.27,-13.63,0,352
3.65,-78.20,-13.66,0,352
3.81,-78.15,-13.72,0,353
4.09,-78.04,-13.84,0,353
3.99,-77.94,-13.90,0,352
3.98,-77.93,-13.98,0,352
4.24,-77.84,-14.09,0,352
4.84,-77.79,-14.14,0,351
5.20,-77.53,-14.14,0,351
5.57,-77.11,-13.99,0,351
5.44,-76.42,-13.81,0,352
5.18,-75.73,-13.66,0,354
4.97,-75.11,-13.68,0,353
4.76,-74.59,-13.69,0,354
4.77,-74.20,-13.79,0,354
4.98,-73.92,-13.90,0,353
5.82,-73.82,-14.09,0,353
6.57,-73.91,-14.20,0,352
7.34,-73.91,-14.29,0,352
8.13,-74.03,-14.26,0,353
8.73,-74.14,-14.23,0,357
8.98,-74.31,-14.23,0,355
8.92,-74.44,-14.18,0,352
9.06,-74.77,-14.14,0,351
9.10,-75.13,-14.02,0,353
9.04,-75.45,-13.88,0,352
8.72,-75.68,-13.66,0,353
8.22,-75.88,-13.51,0,352
7.90,-75.97,-13.49,0,353
7.52,-76.11,-13.51,0,353
7.23,-76.16,-13.63,0,352
7.18,-76.20,-13.70,0,352
6.81,-76.32,-13.64,0,352
6.57,-76.41,-13.54,0,353
6.59,-76.74,-13.47,0,353
6.84,-76.99,-13.43,0,352
7.27,-77.17,-13.41,0,352
7.45,-77.28,-13.39,0,353
7.38,-77.29,-13.31,0,352
7.18,-77.26,-13.18,0,353
7.48,-77.44,-13.10,0,353
7.88,-77.66,-13.02,0,353
7.97,-77.77,-12.95,0,353
8.16,-77.88,-12.94,0,353
8.10,-77.88,-12.86,0,352
7.86,-77.88,-12.83,0,352
7.39,-77.73,-12.81,0,352
7.24,-77.67,-12.96,0,352
7.31,-77.67,-13.12,0,352
7.70,-77.75,-13.23,0,353
8.05,-77.93,-13.47,0,355
8.19,-77.91,-13.62,0,354
7.87,-77.89,-13.61,0,354
7.99,-77.96,-13.56,0,353
8.02,-78.06,-13.49,0,353
7.93,-78.11,-13.46,0,353
8.13,-78.31,-13.39,0,356
7.70,-78.32,-13.29,0,356
7.48,-78.38,-13.25,0,354
7.03,-78.40,-13.09,0,352
6.66,-78.39,-13.02,0,353
6.74,-78.38,-12.94,0,354
6.44,-78.38,-12.86,0,354
6.32,-78.20,-12.75,0,354
6.18,-78.17,-12.66,0,353
5.76,-78.13,-12.62,0,353
5.31,-78.03,-12.60,0,353
5.45,-77.96,-12.55,0,355
5.36,-77.95,-12.48,0,355
5.57,-77.88,-12.44,0,353
5.79,-77.88,-12.38,0,354
5.97,-77.88,-12.32,0,354
6.48,-77.76,-12.27,0,353
6.87,-77.72,-12.20,0,353
7.24,-77.72,-12.15,0,352
7.64,-77.74,-12.08,0,353
8.11,-77.76,-12.01,0,353
8.43,-77.73,-11.94,0,353
8.55,-77.65,-11.87,0,353
8.61,-77.57,-11.74,0,352
8.63,-77.50,-11.65,0,352
8.82,-77.37,-11.53,0,353
8.89,-77.32,-11.33,0,353
9.12,-77.16,-11.14,0,353
9.59,-77.12,-11.00,0,353
10.48,-77.10,-10.90,0,353
11.07,-77.06,-10.81,0,354
11.65,-77.12,-10.87,0,354
11.59,-77.24,-11.08,0,353
11.74,-77.47,-11.31,0,351
11.44,-77.61,-11.19,0,349
11.48,-78.06,-10.54,0,350
11.58,-78.05,-9.24,0,354
12.63,-78.05,-6.56,0,358
12.87,-78.03,-3.85,0,360
15.06,-78.69,-3.84,0,361
15.46,-79.39,-6.25,0,358
15.62,-80.04,-9.86,0,354
15.74,-80.32,-13.49,0,350
15.73,-80.46,-16.83,0,351
15.37,-80.61,-19.69,0,351
14.05,-80.45,-21.89,0,351
14.70,-80.16,-23.79,0,349
15.57,-80.11,-25.19,0,351
16.51,-79.71,-25.28,0,351
19.12,-78.42,-22.40,0,351
21.46,-76.84,-22.70,0,351
21.41,-75.13,-19.50,0,354
20.41,-73.72,-15.47,0,361
19.20,-72.71,-12.66,0,359
19.32,-72.33,-10.54,0,356
18.00,-72.52,-8.57,0,354
16.66,-72.64,-6.62,0,354
15.03,-72.75,-4.43,0,381
14.65,-73.11,-2.20,0,390
13.92,-73.29,0.50,0,391
12.98,-73.43,3.39,0,428
13.18,-73.86,6.66,0,426
13.46,-74.01,11.11,0,393
13.45,-74.52,16.44,0,371
12.83,-73.88,23.27,0,369
13.09,-74.31,29.13,0,351
11.89,-74.29,32.86,0,352
11.08,-73.23,27.88,0,350
10.66,-72.34,19.24,0,352
9.14,-72.13,7.76,0,348
5.24,-72.11,-3.54,0,352
4.14,-72.40,-14.81,0,356
2.00,-73.58,-25.21,0,359
5.42,-75.22,-31.41,0,354
6.93,-74.06,-28.35,0,351
14.26,-69.64,-20.80,3,356
18.76,-67.57,-15.52,86,354
20.44,-65.91,-10.53,86,357
15.64,-63.90,-6.55,39,364
16.58,-63.85,-4.02,0,364
15.05,-64.37,-2.23,0,366
14.01,-64.76,-0.18,0,411
14.53,-65.44,2.25,0,440
13.89,-65.53,4.95,0,431
13.40,-66.06,7.83,0,441
12.83,-66.45,11.18,0,441
13.54,-66.75,15.81,0,414
13.19,-66.86,21.90,0,383
10.75,-65.93,29.00,0,370
4.58,-64.88,34.68,0,359
0.06,-63.89,35.84,0,352
3.05,-62.69,28.34,0,350
2.77,-61.92,17.35,0,352
1.24,-62.17,4.35,0,353
-1.46,-62.16,-8.50,0,354
-5.03,-62.45,-20.89,0,360
-3.69,-63.91,-29.08,0,359
-0.83,-63.70,-26.04,0,392
7.56,-61.06,-23.45,15,386
6.90,-58.82,-20.05,122,330
7.78,-57.67,-14.58,162,340
5.42,-57.02,-10.81,157,347
