-14.21,-79.44,1.01,0,373
-13.34,-79.43,1.03,0,368
-12.25,-79.22,0.87,0,380
-11.92,-79.17,0.67,0,396
-11.38,-79.23,0.54,0,382
-11.22,-79.24,0.23,0,387
-10.69,-79.60,-0.17,0,398
-10.64,-79.64,-0.17,0,381
-10.55,-79.51,0.02,0,388
-10.79,-79.13,0.01,0,387
-10.65,-78.84,0.00,0,400
-10.96,-79.13,-0.17,0,379
-10.66,-79.23,-0.39,0,385
-10.57,-79.51,-0.75,0,380
-10.38,-79.71,-1.06,0,400
-10.10,-79.89,-1.38,0,378
-9.50,-80.18,-1.68,0,382
-9.29,-80.47,-1.97,0,374
-8.95,-80.78,-2.37,0,371
-8.56,-81.18,-2.70,0,367
-8.00,-81.61,-3.02,0,394
-7.74,-82.00,-3.12,0,375
-7.29,-82.32,-3.21,0,366
-7.16,-82.54,-3.24,0,363
-7.05,-82.89,-3.22,0,361
-6.58,-83.21,-3.36,0,359
-7.08,-83.32,-3.46,0,356
-6.98,-83.39,-3.57,0,354
-6.88,-83.35,-3.65,0,353
-6.91,-83.24,-3.77,0,353
-6.87,-83.15,-3.99,0,355
-6.88,-83.12,-4.15,0,356
-7.05,-83.13,-4.29,0,355
-6.93,-83.22,-4.35,0,357
-6.86,-83.17,-4.42,0,359
-6.46,-83.06,-4.60,0,380
-6.12,-83.16,-4.75,0,373
-6.13,-83.23,-4.78,0,366
-6.09,-83.21,-4.84,0,370
-5.87,-83.23,-4.87,0,363
-5.74,-83.14,-4.90,0,363
-5.75,-83.04,-4.99,0,365
-5.83,-83.01,-5.02,0,362
-5.86,-82.93,-5.11,0,363
-5.85,-82.90,-5.21,0,364
-5.79,-82.82,-5.30,0,362
-5.60,-82.75,-5.39,0,365
-5.26,-82.76,-5.45,0,364
-4.76,-82.75,-5.47,0,365
-5.32,-82.60,-5.36,0,367
-5.69,-82.40,-5.15,0,373
-5.80,-82.35,-5.07,39,370
-6.85,-82.23,-5.03,42,374
-6.84,-82.23,-5.10,66,379
-6.83,-82.23,-5.21,72,377
-6.79,-82.20,-5.33,78,390
-6.88,-82.25,-5.43,80,374
-5.82,-82.50,-5.55,73,383
-5.83,-82.50,-5.50,48,374
-6.16,-82.43,-5.46,16,371
-5.81,-82.41,-5.50,0,366
-5.87,-82.40,-5.52,6,369
-5.90,-82.39,-5.62,18,379
-5.58,-82.37,-5.73,12,373
-5.32,-82.40,-5.83,0,365
-4.92,-82.47,-5.89,0,363
-4.54,-82.44,-5.93,0,361
-4.13,-82.36,-5.75,0,358
-4.27,-82.16,-5.52,0,361
-4.09,-82.15,-5.40,0,372
-4.14,-82.19,-5.31,0,367
-3.82,-82.11,-5.34,0,373
-3.62,-82.10,-5.35,0,370
-3.47,-82.09,-5.45,0,366
-3.33,-82.07,-5.47,0,367
-3.17,-82.02,-5.53,0,361
-3.01,-81.96,-5.55,0,369
-2.89,-81.90,-5.53,0,370
-2.78,-81.75,-5.67,0,437
-1.01,-81.58,-5.79,0,451
0.47,-81.80,-6.07,0,405
1.88,-81.80,-6.29,0,484
2.70,-81.83,-6.40,13,524
2.91,-81.60,-6.24,0,504
2.83,-81.45,-5.74,0,465
3.10,-81.10,-5.48,0,609
2.91,-80.89,-5.10,0,534
3.39,-80.93,-4.89,0,503
3.02,-81.01,-4.57,0,499
2.27,-80.74,-4.26,0,511
2.10,-80.47,-4.27,27,628
2.04,-80.13,-4.76,42,632
1.00,-80.75,-5.47,66,666
-0.27,-80.84,-6.63,96,691
-0.65,-81.03,-7.89,65,629
-1.51,-80.89,-8.53,51,665
-2.62,-80.63,-8.48,55,687
-3.21,-80.44,-8.31,49,620
-3.13,-80.44,-8.20,35,738
-3.33,-80.44,-8.02,28,638
-3.41,-80.43,-7.97,13,599
-3.45,-80.64,-7.91,0,621
-3.59,-80.63,-7.86,0,549
-3.49,-80.67,-7.83,0,549
-3.28,-80.70,-7.77,0,517
-2.85,-80.75,-7.59,0,517
-1.86,-81.29,-7.60,0,459
0.24,-81.77,-7.42,0,446
0.69,-81.90,-6.99,0,463
1.51,-81.58,-6.43,0,484
0.53,-81.77,-6.05,0,473
0.61,-81.74,-6.02,0,478
0.73,-82.08,-6.19,0,425
0.04,-82.12,-6.33,0,436
0.73,-81.89,-7.05,0,394
0.57,-82.02,-7.17,0,425
0.22,-81.92,-7.57,0,387
0.74,-82.11,-7.96,0,396
0.41,-82.26,-8.09,0,379
0.18,-82.33,-8.05,0,380
-0.15,-82.31,-8.14,0,369
-0.12,-82.40,-8.14,0,366
